epoch,precision,recall,ndcg,mrr
0,0.0002376304845964521,0.00030214072416005175,0.00030077681070622003,0.0008581410195255927
10,0.019027412373758806,0.035768753236181665,0.033390983368258895,0.0704499109336183
20,0.025587711109225166,0.05321029641624699,0.04816147292167763,0.09251789311057834
30,0.02863659509462785,0.06197441626050775,0.05572090757893467,0.10411176892511904
40,0.030213018755834656,0.06627997836837327,0.05962422288648851,0.10963919416801668
50,0.031121106679113983,0.06851583669613888,0.06185137468524972,0.113625281023219
60,0.031651531867945365,0.07026759887300058,0.06315480938111398,0.11516961795494962
70,0.031969786981244155,0.07149249339106525,0.06386203529836841,0.11615301944259826
80,0.03232411100738351,0.07229731939281993,0.06452028352910508,0.1171959238827857
90,0.03259781040482051,0.07286292528057603,0.0651920104755755,0.11882636838775759
100,0.03267419163201224,0.07290944011608017,0.06525543455715058,0.11887424667926479
110,0.03281210218110837,0.0731968969153611,0.06549247810113155,0.1196168306829436
120,0.03288211830603411,0.07348782249441266,0.06579642780440777,0.12033866859758169
130,0.03322583382839685,0.0740734981719303,0.06611402830043459,0.12033200022769004
140,0.03334252736993974,0.0744833220843189,0.06644431325831734,0.120878648780329
150,0.03330009335483323,0.07398102832688268,0.06625205468162981,0.12086387330847322
160,0.03335313587371638,0.07419297695849643,0.06623083350573593,0.12032833102633375
170,0.03326402444199269,0.07387373943782098,0.06636200981862105,0.1212533418501263
180,0.03331918866163118,0.07435277053728179,0.06649136413244561,0.12152062787943729
190,0.03327675464652465,0.07409818410674224,0.06621558014934277,0.12086843796688948
200,0.033351014172961053,0.0742241389755621,0.06651698573351247,0.12181521412903622
210,0.03331706696087583,0.07467090955536027,0.06634634519177109,0.12066737869868606
220,0.033359500975982365,0.07433138016688846,0.06657338402223449,0.12201390685332365
230,0.03343588220317407,0.0746101999628585,0.06660886373060455,0.12143481654974675
240,0.033546210642450974,0.07486746554936329,0.06668534445854295,0.12108069415122732
250,0.03357167105151489,0.07470676788609025,0.06665193579398766,0.12088421816725062
260,0.033584401256046864,0.07462585378808743,0.06652546882168656,0.11992573662536074
270,0.03363532207417467,0.07490145299031029,0.06669088124368959,0.1210982067626794
280,0.033601374862089466,0.07465648724688367,0.06673181926879383,0.12160779404967989
290,0.03361198336586605,0.07465965430474676,0.06663473222841307,0.1210876747284262
300,0.03361622676737674,0.07469410043352995,0.0666528977867288,0.12126155115316181
310,0.03364168717644065,0.07512061310946269,0.06685887122397911,0.1216896554142598
320,0.03371594670287704,0.07511327614062795,0.06689081632381148,0.12185178717226482
330,0.033694729695323784,0.0746463178195099,0.06664476235132659,0.12132659582104147
340,0.03364805227870663,0.07470735712630193,0.0666382002293007,0.12143119241191107
350,0.033853857251973166,0.07505531544334763,0.06695862930676685,0.12194677510323854
360,0.033730798608164296,0.07485471027902346,0.06708729254637066,0.12233779360120277
370,0.03365866078248323,0.0748181008406404,0.06680114477825554,0.1221358384258841
380,0.033650173979461934,0.07503081177710386,0.06698913496623662,0.12261537466777528
390,0.03354621064245099,0.07476041679088073,0.06703750034141438,0.12333652618536103
400,0.03367987779003649,0.0750119203962861,0.06729354107310107,0.12377303209619973
410,0.03380717983535603,0.07531479717589266,0.06728648121327556,0.12343819351595944
420,0.03367563438852584,0.0752328056125808,0.06711559171313802,0.12293660381667738
430,0.0337711109225155,0.07537213891188176,0.0672557378709,0.12327029655075165
440,0.033822031740643306,0.07543041636789169,0.06719971410996346,0.12271622322264956
450,0.03378596282780278,0.07511439567972235,0.06687082217330285,0.12219816403039614
460,0.0338305185436646,0.07557144543673774,0.06731073821975439,0.12322431861050455
470,0.03374140711194091,0.07521919072859187,0.06722313515170958,0.12355469143463313
480,0.033614105066621415,0.07475510909978918,0.06686885030207258,0.1228402820646963
490,0.033633200373419346,0.07495872337959399,0.0672198533423382,0.12396611334908834
500,0.03376898922176017,0.07508828598118127,0.0671756922335589,0.12278252775167903
510,0.033758380717983545,0.07506846940831942,0.06704589179983843,0.12260732501852785
520,0.033735042009674934,0.07511003261126117,0.06702417322477155,0.12293979504318252
530,0.03384112704744123,0.07510888926227258,0.06701400365280533,0.1222822105329658
540,0.03388143936179241,0.0752413975008535,0.06715172262433332,0.12312514154790213
550,0.03380081473309003,0.07531224084134554,0.0671908248211257,0.12323329534556372
560,0.03387719596028175,0.07517497986797333,0.06705441908971095,0.12212563390593066
570,0.03386870915726047,0.07529512268906352,0.06727856092570862,0.12304776477796807
580,0.03369472969532378,0.0748693541213718,0.06684218245047961,0.12215620984395406
590,0.03398540269880333,0.07569786714088868,0.06749750254185308,0.12368436625355608
600,0.03389629126707972,0.07544663920665114,0.067177563562849,0.1227750603157256
610,0.03393448188067555,0.07564565349555494,0.06719083125823315,0.12252751973372433
620,0.03380717983535604,0.07531848965360217,0.06728389450699462,0.12336896770698752
630,0.03384961385046254,0.07517399570127056,0.06708439080107359,0.12269240889111666
640,0.033938725282186215,0.07537131358443708,0.06726123611360611,0.12286617251888035
650,0.03389416956632433,0.07520705892223276,0.06725261140594732,0.12282913762861132
660,0.033828396842909274,0.07514379367052382,0.06704811298205739,0.1225386081939454
670,0.03371382500212172,0.07493743799427888,0.0669842199810244,0.12248331502400467
680,0.033824153441398615,0.07545973400776732,0.06737527309561506,0.12328758328699801
